名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
大愿寺,陕西,西安,西安,029,,长安区,108省道北50米,景点,宗教,108.977596,34.032626
福音堂,陕西,西安,西安,029,,长安区,北新街,景点,宗教,109.101804,34.080776
现代果业展示中心,陕西,西安,西安,029,,秦岭沿线,S107,景点,展览馆,108.881391,34.060381
阎良公园,陕西,西安,阎良区,029,,阎良区,荆山开发区,景点,城市公园,109.220345,34.676003
农兴生态园,陕西,西安,阎良区,029,139****5945,阎良区,人民东路,景点,植物园,109.266247,34.66188
宝中旅游,陕西,西安,阎良区,029,86830420,阎良区,人民西路54号,景点,旅行社,109.211066,34.657629
新舟旅游,陕西,西安,阎良区,029,86830990,阎良区,公园南路天域星城门口,景点,旅行社,109.234101,34.655924
中国电影资料馆西安电影资料库,陕西,西安,临潼区,029,,东三岔,秦岭南路2号,景点,展览馆,109.244102,34.367031
凤凰池生态谷,陕西,西安,临潼区,029,,临潼区,斜口街道凤凰大道东50米,景点,自然风光,109.160645,34.349232
西安事变旧址五间厅,陕西,西安,临潼区,029,83812003,华清池,骊山街道华清路38号华清池,景点,历史建筑,109.213303,34.362309
地矿陈列馆,陕西,西安,临潼区,029,,华清池,秦唐大道与西花园巷交叉口西北100米,景点,陈列馆,109.203926,34.369125
盛唐旅行社,陕西,西安,临潼区,029,,东三岔,会昌路北段55号,景点,旅行社,109.224543,34.374617
芷阳广场,陕西,西安,临潼区,029,,华清池,斜口街道凤凰大道3号,景点,广场,109.179916,34.367661
西安渭河城市绿地运动公园,陕西,西安,西安,029,,未央区,草滩四路与河堤路交叉口东南500米,景点,城市公园,108.894905,34.389503
幸运国际旅行社,陕西,西安,西安,029,,文景路,文景路33号东南50米,景点,旅行社,108.938609,34.334159
汉建章宫遗址,陕西,西安,西安,029,,未央区,孙武路,景点,古代遗迹,108.838109,34.307126
汉太液池遗址,陕西,西安,西安,029,,未央区,孙武路,景点,古代遗迹,108.831491,34.310851
基督教北堂,陕西,西安,西安,029,,龙首,永祥路龙首领域北侧,景点,宗教,108.942429,34.294487
美都艺术博物馆,陕西,西安,西安,029,81323810,未央区,丰景路长乐宫,景点,博物馆,108.870803,34.312043
渭河生态景观区,陕西,西安,西安,029,,未央区,明光路与滨河路交叉口东南150米,景点,自然风光,108.922935,34.394215
海航乐游,陕西,西安,西安,029,,明光路,明光路,景点,旅行社,108.931274,34.29354
讲武殿城门遗址,陕西,西安,西安,029,,未央区,丰景路南400米,景点,古代遗迹,108.883012,34.309222
康辉旅游,陕西,西安,西安,029,86699039,未央路沿线,常青二路,景点,旅行社,108.964553,34.332381
浐灞生态区,陕西,西安,西安,029,83592100,辛家庙,广大门村马家湾26号,景点,城市公园,108.996986,34.312958
汉清明门广场,陕西,西安,西安,029,,朱宏路,朱宏路324号,景点,广场,108.919724,34.329865
西部国际汽车摩托车工业博览会,陕西,西安,西安,029,84360666,三桥,疏导线58号,景点,展览馆,108.816948,34.293053
感业寺庙,陕西,西安,西安,029,,未央区,丰产路,景点,宗教,108.888853,34.342633
汉长安城长乐宫五号建筑遗址博物馆,陕西,西安,西安,029,,未央区,丰景路与洛门路十字向北约175米,景点,博物馆,108.895852,34.314772
康辉旅游,陕西,西安,西安,029,82088008,未央路沿线,凤城一路,景点,旅行社,108.942006,34.315586
西安国旅,陕西,西安,西安,029,88732220,丈八,大寨路与民洁路交叉路口往西南约100米,景点,旅行社,108.875434,34.24466
雁塔关帝庙,陕西,西安,西安,029,,丈八,鱼斗路169号,景点,宗教,108.859533,34.23293
芙蓉街,陕西,西安,西安,029,,小寨,芙蓉街与雁塔西路交口北,景点,步行街,108.95047,34.217907
少林寺文化院,陕西,西安,西安,029,,电子城,雁环中路,景点,宗教,108.926862,34.180736
龙定寺,陕西,西安,西安,029,,丈八,鱼斗路西安市雁塔区童乐幼儿园附近,景点,宗教,108.862617,34.234557
大明宫法治广场,陕西,西安,西安,029,,小寨,长延堡街道含光路1号,景点,广场,108.930862,34.210882
基督教景新礼拜堂,陕西,西安,西安,029,88385640,唐延路沿线,高新六路3号,景点,宗教,108.87764,34.234623
中国国际旅行社,陕西,西安,西安,029,86690521,李家村,雁塔北路南段,景点,旅行社,108.963637,34.225007
南郊陇秦清真寺,陕西,西安,西安,029,,三森,电子城街道西部大道杜城村南门口向东20米,景点,宗教,108.912025,34.171562
西安光大国际旅行社,陕西,西安,西安,029,137****5976,科技路沿线,丈八街道高新路,景点,旅行社,108.906113,34.237457
王西京艺术陈列馆,陕西,西安,西安,029,,丈八,高新锦业路76号,景点,陈列馆,108.857216,34.193466
中旅长安分公司,陕西,西安,西安,029,,科技路沿线,科技路1号紫薇龙腾新世界1楼大厅,景点,旅行社,108.916902,34.225832
宝中旅,陕西,西安,西安,029,86690057,丈八,科技路城市风景第十印象18棟,景点,旅行社,108.873267,34.236997
中国美术家协会西安展览中心,陕西,西安,西安,029,,曲江新区,芙蓉东路与芙蓉西路交叉路口东北侧,景点,美术馆,108.971252,34.217384
锦业美术馆,陕西,西安,西安,029,,丈八,高新区锦业路76号,景点,美术馆,108.857273,34.193433
海外旅游,陕西,西安,西安,029,86696979,科技路沿线,丈八街道高新一路16号创业大厦二楼,景点,旅行社,108.904241,34.23616
雁翔生态园,陕西,西安,西安,029,,雁塔区,林带路,景点,动植物园,109.04334,34.197058
高陵运动公园,陕西,西安,高陵区,029,,高陵县城,昭慧路110号,景点,城市公园,109.09861,34.520149
天海国际旅行社有限责任公司,陕西,西安,高陵区,029,,车城花园,陕汽路,景点,旅行社,108.997383,34.465905
高陵县小学科普教育展览馆,陕西,西安,高陵区,029,,高陵区其他,泾惠十四路与泾高南路交叉口东150米西安高陵奇石博物馆附近,景点,科技馆,109.03643,34.487873
高陵塔,陕西,西安,高陵区,029,,高陵县城,鹿苑街道鹿苑镇田家村,景点,历史建筑,109.101059,34.521618
基督教堂,陕西,西安,高陵区,029,,高陵区其他,高茹路南50米,景点,宗教,109.068596,34.529972
阎王庙,陕西,西安,周至县,029,,周至县中心城区,老城西街85号,景点,宗教,108.213661,34.164356
周至关帝庙,陕西,西安,周至县,029,,周至县中心城区,中心西街与石桥路交叉口南200米,景点,宗教,108.200043,34.159885
西部围墙生态园,陕西,西安,周至县,029,,周至县其他,108国道,景点,更多景点/周边游,108.470589,34.150223
周至县文体中心,陕西,西安,周至县,029,87113279,武商购物广场,中心东街29号,景点,展览馆,108.224457,34.160061
田峪河公园,陕西,西安,周至县,029,,周至县其他,楼观大道北100米,景点,城市公园,108.33445,34.075466
太白庙,陕西,西安,周至县,029,,周至县中心城区,老城东街45号,景点,宗教,108.223175,34.164173
金丝猴自然保护区,陕西,西安,周至县,029,,周至县其他,Z301,景点,自然保护区,108.302917,33.887611
瑞光寺,陕西,西安,周至县,029,,周至县中心城区,二曲街道世纪星城北门,景点,宗教,108.210617,34.150604
秦岭国家植物园,陕西,西安,周至县,029,85187555,周至县其他,集贤镇107省道与终殿路交叉口西行50米路南,景点,植物园,108.35881,34.058865
赵公明故居,陕西,西安,周至县,029,,周至县其他,马广路,景点,名人故居,108.168259,34.077446
九峰镇综合文化站,陕西,西安,周至县,029,85170399,周至县其他,108省道南50米,景点,展览馆,108.430016,34.080635
火神庙,陕西,西安,周至县,029,,周至县中心城区,周富路与老城东街交叉口东150米,景点,宗教,108.23082,34.163208
清真寺,陕西,西安,周至县,029,,周至县中心城区,永丰巷西街小学东北侧约160米,景点,宗教,108.216873,34.164135
华夏财神故里庙,陕西,西安,周至县,029,,周至县其他,殿镇村路与108省道交汇处东150米,景点,宗教,108.358719,34.085808
龙泉山寨,陕西,西安,周至县,029,,周至县其他,陈河乡甘峪湾卫生院向西1公里,景点,自然景观,108.17115,34.021393
仙游寺博物馆,陕西,西安,周至县,029,,周至县其他,金盆水库北山梁,景点,博物馆,108.200699,34.056946
大世界休闲广场,陕西,西安,周至县,029,139****4777,周至县中心城区,农商东街与万寿南路交叉路口往东约180米,景点,公园/广场,108.228729,34.157188
县马村健身广场,陕西,西安,周至县,029,,周至县中心城区,周富路崇文苑东北侧约140米,景点,公园/广场,108.228973,34.163998
八云塔,陕西,西安,周至县,029,,周至县中心城区,云塔南街与中心西街路口东南侧,景点,历史建筑,108.211708,34.160473
马召镇文化站,陕西,西安,周至县,029,,周至县其他,京昆线陕西信合马召信用社北侧约170米,景点,展览馆,108.198486,34.069336
土地庙,陕西,西安,鄠邑区,029,,鄠邑区其他,京昆高速公路,景点,宗教,108.613625,34.083668
展华旅行社,陕西,西安,鄠邑区,029,24828111,草堂路,草堂路永丰市场南口,景点,旅行社,108.608334,34.102971
